id,resource_id,entity_type,entity_id,relation_type,source_sheet,source_field,created_at
07f50188-8b86-51fc-8145-609b25f9c604,1cba4944-f3c2-5648-a78d-d4bae13b47b4,character,d71f3b3d-aed6-509a-bf99-e6d127f4b326,official_profile,DB_Party,C1,2026-06-19 14:29:13.611862+00
08777b8a-2c18-581d-9fef-b45f8b2e82cf,2ecc2b6f-99e6-58f4-b318-41b9c8306ea4,platform,6d2e651a-b3cb-5bc7-96f2-b15323ec8b56,data_analysis,DB_-Platforms-,情報 数据分析,2026-06-19 14:29:13.611862+00
0888e8c2-d427-5aba-8b3e-6bb3c2e26dbc,48188c5d-460e-53ba-a81c-f1e3395a702e,character,9f039381-b214-59cc-9533-8da4b16927e4,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
08cf538d-3338-5e93-86c2-23855105845d,b8fdf7e2-8e8e-55ec-a06a-1770dad8c9ef,party_member,9b9573bc-35d9-52a2-931a-f66da16e2da4,member_profile,DB_Party,C2,2026-06-19 14:29:13.611862+00
0916d02e-ef66-5a56-8c83-4c809bba69fd,ef4f8fc6-8590-5243-b7f7-086367e76702,character,c45172b7-bf98-5e0b-99ae-f7babca9645f,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
0956d4cf-9f57-5ddc-87ec-6c1b2f4f72a9,d7c6bc62-6fd5-5bd7-8d2f-4f2abeee0336,character,8ce6c61c-d791-5c63-9cfd-acebdabcb03b,official_profile,DB_Party,C2,2026-06-19 14:29:13.611862+00
09db151d-f5a9-55b2-8683-aaee52d40de7,9fffad7d-0da0-56a1-83a8-75ffbbe4f78d,game,6d9435a8-984c-53fe-a467-257b1e9e8811,wiki_resource,DB_Info_wiki,Type/LINK,2026-06-19 14:29:13.611862+00
0a9c6afa-0761-528b-ad15-0c67a5cd0394,5fcef04d-74c2-5b4b-9ffc-67e2a6deba1c,game,2892f75b-aec5-53d7-bf7d-b3d529046539,phase_2.x,DB_Info_status,2.x,2026-06-19 14:29:13.611862+00
0ae210a1-50d6-5e24-9ad8-ee1f7b855c47,3083c94f-446a-5090-9daf-fd15064fdd3e,character,55232140-70cf-50ed-881c-47635c369db7,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
0afd5978-738a-5e3f-a745-f8694a2b35db,5add870f-839e-55bf-a976-2dc4a58968f4,character,736a8d04-7c41-59f5-ac98-a4bb8f3fa522,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
0b403c84-81d5-5704-984d-2dc35960cf4c,3f1dbdc8-68a2-5e22-b277-5b910a1257d1,character,ce41c8ca-0c14-5b09-bf38-0e7cdc1e2f19,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
0b87cdf6-1594-53d0-998d-2ad3e4ee3417,594dc067-a3c7-51d2-8bc1-c588900f1df0,character,4d28693e-d175-50de-8b8f-7732b0064c0f,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
0b9dc646-7637-5267-8976-93a34a9d9636,45edfd4c-e8d0-5e43-b1e4-6d10dddbdb67,character,5ee4d55d-07d9-54c2-8acf-2128c903a0e1,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
0bc85d5c-968e-51f1-97ce-92061e36133d,7fb0f2e1-1739-5379-91a4-98bd52f9bf1c,character,e9c4afa0-6c98-5932-9954-9169ed1e948f,official_profile,DB_Party,C2,2026-06-19 14:29:13.611862+00
0d4ac10a-3920-533f-babf-08bbbec41d53,42e4810f-a676-5033-8adb-ff1d1255f283,character,8c5ebde3-aad8-523c-a8e5-e268fdfad5f5,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
0d57ea27-bdf7-5768-94e3-a1502ba61d23,1295b6d6-853a-5e61-966d-d09293d79bfc,character,42f1c024-ecad-5576-9517-38520de9e84a,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
0d6a2225-0ddc-5aac-a2ef-389842094ef4,87382fa0-fff3-566f-be9c-e214af2b3477,character,67bea321-503d-53a5-b8f0-96052d39753b,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
0d6c2327-6e19-515b-80e3-560bcf8fbd46,36b2511f-1b56-5214-9781-925af3d80cb9,character,aa7df507-317b-532e-a7fb-0f7149dfa79b,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
0e0acad6-68e2-5603-9bc5-92dfdbd7b906,7e8fb24d-b608-5955-ba24-84b193d785ea,character,94871ba8-f12e-51e3-9890-2935b4b3de73,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
0ee1b207-0bff-5beb-b105-490bf77688e8,984ae093-9dab-5e36-ae09-0ffc8c5f831b,character,b54cb532-b428-530f-b752-bba5e54f2ae9,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
0f48f8ec-7171-5256-a7c3-770250cfe806,321ef427-4d63-5ea6-96b4-7f02ef4952be,character,2382b4a0-ca2c-586a-a93d-2c65c616453c,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
0f6a8190-435d-5889-8a13-12ac9a2cd7a8,9cf20e21-9ecd-59c5-9af7-162874e669c7,character,24025e8d-05d2-570f-93fd-0b8b005fa3c6,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
0fd18bc1-bfe9-5019-b941-4e052e9a3808,3cb53ec5-6cb7-5de7-866c-90530353ee41,character,6ce6e2d9-0f63-5ce6-bcf2-75c944cd5a2f,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
1054927f-1a77-53b5-9b2f-30161209af5b,ca958a7f-631b-5975-a1a1-4bdd811f9f82,character,d53729fe-0d81-5a51-a13b-f90f2c8bb734,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
10dc5584-be49-57b9-b33a-cce68d0534d1,9dea76a7-14e6-5fdd-95ce-70e54f62969e,character,9bdb4871-f682-564f-a578-c9205a5827b3,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
1101cf04-4f0c-5ca2-952c-68708e4d4cef,6d6fe2c6-1e0f-5dc2-bba0-1d9ae618b398,platform,5c31bae2-9347-5a20-afc6-ce94ccd14e75,interaction_management,DB_-Platforms-,情報 互动管理,2026-06-19 14:29:13.611862+00
11065e81-1889-57bf-ad5d-18c94ae9243c,f638833c-9a97-5b80-8d73-1c1f3eb538da,platform,7e7bee43-bc52-5347-a444-fa9594c1589b,publish_article,DB_-Platforms-,发布 图文,2026-06-19 14:29:13.611862+00
1167253c-a23d-5705-8e8d-c8e4ff406fdb,0b034e16-747c-5f96-bd15-20c8705bfa1a,character,18b934f5-6976-5fbf-a236-ebc1793192ba,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
11e8b9c5-3460-5b15-913a-13339b2cf663,235acb04-0e70-5de2-b8ef-cb343e226a89,character,7e90490e-7dd1-558e-aa56-ff015a45d813,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
11eedc68-675a-5ace-90a1-d51ca6fbcfc8,b92c8620-d205-5fea-b6d3-036f6c6510de,character,d727d3ab-e9b1-500d-b2a0-18601236a709,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
126fd721-e0ae-5db9-888a-3c90b30d67eb,3a61d727-6416-5b70-899f-e67fe353fe9c,platform,aca6223f-c1cf-521a-aac8-d97ccb0b4be7,publish_article,DB_-Platforms-,发布 图文,2026-06-19 14:29:13.611862+00
13604e96-f5b0-5c98-b3cf-ad4ae05a820a,febb2aa8-a133-57f1-91e1-140e3f553771,character,d659e052-f741-5181-b770-0cc4b42c94b0,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
13a9fa73-9e5a-5248-ad75-e4f0c089a5ef,262090bf-beb9-5dd8-8cd0-d38926fc6c48,character,a0379cd9-dbf9-5dc4-863e-ae4e7655fba8,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
13f37b9f-e641-5975-a122-285d5e8792f4,fe8277fb-ced1-5bcc-b232-6e8b2ee66360,character,e8dcf83e-3809-51ca-8d22-6e7c98614d5c,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
147f92dc-6162-5a47-960d-1eaff0aef443,0993e468-8e89-5dea-813c-20a4a67581b7,character,9d7252af-aaf4-5234-a015-d1a2d9591497,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
14d42ff8-5bd2-5507-9b8d-2c9562db55d8,f2f54567-71af-5829-b9d0-71a256d4cd96,character,585dc66a-1892-54c1-ba49-23b4b17ce7fb,official_profile,DB_Party,C2,2026-06-19 14:29:13.611862+00
14efe7ca-68a9-5794-935b-a3ebd768d6b7,7eccb108-2599-5311-a018-1b03fa021800,character,85b5a5e2-5ae6-5835-b420-52be62956eaf,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
156c9709-d188-58ac-88cf-bc24045aadc6,4f5ba6e7-6a96-5169-82ce-9a9beb0ef4bf,character,e691a70e-4b01-5fd8-960f-4c4734cdeb4b,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
1773ac05-d1af-5f1a-b92e-bc8dcaf73a4b,538c3d2a-6e64-5095-a170-f82cbe4b3491,character,42f1c024-ecad-5576-9517-38520de9e84a,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
18b95ffc-c48e-55e0-8f35-87c68766458a,a0a2453f-1dc1-54cc-b49f-7ec2d64ed219,character,70a3fef7-15d4-5443-883b-a2dcfa702b2c,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
18d64931-a777-54b6-9082-de145cde2464,2d97d7d4-0140-54e7-ad55-9f7478c31f89,character,0d6dfd80-1582-5698-bf10-4f18987af89e,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
18e8fef9-c539-5197-8bf2-5524c67a8e56,a068b1f7-2e50-5aa9-aa9e-156ac2fb1d01,party_member,f960df38-ec7e-5c65-9bab-820c91ba36ff,member_profile,DB_Party,C3,2026-06-19 14:29:13.611862+00
1931850b-0f68-5174-af70-4124e78480ee,ad30f197-9ad6-5642-8928-2057fd60bc97,party_member,9cad08a0-139a-52b7-a6a0-aa41a714a809,member_profile,DB_Party,C4,2026-06-19 14:29:13.611862+00
19577f7f-d359-51d6-a62c-4e4b400fe17a,af2478b0-36ae-50e7-9629-6e6c9289db6f,character,f5049b18-ae24-513c-8982-06bc82dc4584,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
197f328a-7690-5678-9b5d-6e270a63828b,a0c56c8b-54ed-574d-b4bb-98c14346ba91,platform,093c27b7-70ad-5ea7-8b2e-d0c836779bc4,homepage_channel,DB_-Platforms-,HP 频道,2026-06-19 14:29:13.611862+00
1a135e25-ddbb-5ab9-9124-d6276a0487c1,61dcfcb2-5169-5dd0-8300-a850fbd8e2f1,character,59abfed4-5822-5681-b433-5b95e5be898b,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
1a641b08-1ea7-595e-b879-0eb30c7eb022,6086a9ad-59c4-5534-bf66-c87be7538bb3,platform,2ed614d3-cd50-56cd-951f-43cefbd58ed8,data_analysis,DB_-Platforms-,情報 数据分析,2026-06-19 14:29:13.611862+00
1b1fb729-f822-561f-a7b8-e4112841db81,53f9589d-f8da-530e-a75e-7c86397e0416,character,7766d2b9-6efe-5031-a232-3b3e260237ad,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
1bf50639-c96a-5a30-b5b5-c676c5e67ebd,a91fa01d-4db8-54f8-9614-652775185bdb,game,d81251ab-312f-58ca-a1d6-7a6c9d35f98e,bilibili_homepage,DB_Info_status,B站HP,2026-06-19 14:29:13.611862+00
1c16b96b-5a32-55dd-9f16-d69f4f179de7,a21f52f8-fbf6-5cd8-b400-28d9083b4ef9,character,923d78c3-6110-5b0f-9230-bf98e24054b9,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
1d19ae77-09ff-5ffc-9723-ac3a50d0c4eb,f651b0ad-3269-57df-9c68-cfb9b31ea02b,character,abad5aba-e99f-52c8-8dc8-b06dd8366651,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
1d5a89fd-8cae-5b30-b739-dd995a7eaede,1c9a5ff1-d1d3-5d0e-806b-7246fc1e1eb3,character,fe90b54a-0f0c-54d4-be9e-791e1d9e3d6d,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
1e337b73-1882-5303-99f4-777ad6116f3a,6f59dadd-7921-56bc-b001-44a218f887e1,character,1cb8defd-b395-5679-a5a4-e47308ff7fad,official_profile,DB_Party,C3,2026-06-19 14:29:13.611862+00
1fb2536b-207e-5434-a838-810eb024eb70,f7e12080-1a47-50cf-84e0-dd2e4f8677fa,character,7617d8b4-8d3c-5f99-8a79-ad4f0f63f565,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
20cd00d6-34dc-5dfb-9301-17764b1f0200,6a658123-e237-5612-a858-57aee1a9a7e3,party_member,a015194e-bed2-5592-b7ac-b118055caf51,member_profile,DB_Party,C3,2026-06-19 14:29:13.611862+00
20e05355-5efb-519a-bfd6-0f14ee902b70,9ac608d9-dfa9-5003-9ecf-eb5d0fade9af,game,6d9435a8-984c-53fe-a467-257b1e9e8811,phase_2.x,DB_Info_status,2.x,2026-06-19 14:29:13.611862+00
2211807d-f7bb-5ca0-8375-62eebc6146eb,1e94548c-8b2e-501b-a605-3092bb7f7896,character,ed355791-66f1-5d91-b28e-9c721a45b562,official_profile,DB_Party,C4,2026-06-19 14:29:13.611862+00
2224ebad-9467-5c01-bf00-d28edbb482f1,860457ce-dc71-55bf-acf1-4fa452a9bb71,character,736a8d04-7c41-59f5-ac98-a4bb8f3fa522,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
22442eaf-bf95-5bbb-8bbc-dd364c6ce20e,80ccebc3-0521-5b53-9fd8-90caf12af9e6,game,6d9435a8-984c-53fe-a467-257b1e9e8811,bilibili_homepage,DB_Info_status,B站HP,2026-06-19 14:29:13.611862+00
229d5682-c965-5ae3-b07d-5ae927091db5,fcf9afc4-0c1e-5245-b872-a5c150384196,character,6b4f3d0d-7b79-5d61-85fe-bbbe3ec4b81b,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
22ccd15f-d41c-5606-8373-91d94d09bdbd,61bf791b-38f9-50fe-857f-f470ea08cc20,character,295d361c-6d71-5994-9dbc-6e8f1042c531,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
22ff4628-6080-5c32-a57a-dbf4cc3cf8f9,c96e142d-319d-5221-80c5-aecaa15203a1,character,68a4c61b-67da-5f7a-95de-7d5d1fa3c58e,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
23c160d5-1a61-50b7-81f6-dd09858c72f6,445e053a-62eb-52c2-a90f-649715502297,party_member,8cb3e914-3e5d-5a76-8667-1df7b3ed6660,member_profile,DB_Party,C2,2026-06-19 14:29:13.611862+00
24fa28db-e726-5f5a-91b3-7c1fef7a4643,d64c366c-de6d-5261-8c3e-e34da9c60fea,character,3e28e816-4315-58f8-95c7-3c2397ea184b,official_profile,DB_Party,C1,2026-06-19 14:29:13.611862+00
2503590d-856e-5ea5-92c9-adf8021f54ba,ae0a6a49-10ae-5ff9-b26f-2b25f6bf7cea,character,2e7a4eaf-e28d-5541-b110-ba0f3a59d934,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
259563bc-ee82-5dfb-ba4f-d00209930316,774c87f2-a77c-5d8a-a441-914603b4f260,character,99093fb7-e5d8-5221-b01e-41d510b0e500,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
25ad44ab-5f8d-5a72-8860-134609ee0652,9e11989a-317c-53fe-84b6-61b802a300db,character,7a7ceed0-e416-55ff-a482-2cbc91099184,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
2613722a-a9cf-58c9-acbb-3b25beb70f4b,ad89c122-2b09-58cc-a5e2-66f1995f22c4,character,a29da9e8-6314-585a-ae5b-3d1af3b4ee8d,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
262fec1d-02ff-59d9-a0f5-4d5808e984b2,cca5e3b2-0610-54b5-b89b-dd6eb746e8bf,character,d2607528-f55a-5209-b9df-df989938e80c,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
268508e8-7fa7-53da-8e91-d319ffede9f5,b6a3b616-8c82-5d6d-af23-d373eebfe2eb,character,328e9346-54db-5943-aa78-709c152bf3a8,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
2696af83-a2e7-5cc0-8d4f-643eaa9e6afd,68ab288c-9ab1-5f62-a9c5-a640b88c85c0,character,e8d2a268-4e31-5662-9696-1ff510300ee5,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
26d826c7-6e1a-56a6-b539-97dbe597ee99,15d68224-3a23-5d00-ba72-27fdf2b71ff9,character,e025cb11-fed3-56cd-bec4-afeafed88947,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
271182fb-625a-5d87-b55c-9aae962b6617,43f39107-10d8-57be-aaea-0e1cf84aa29e,game,22193a1d-3c91-5868-9d47-1a0417a9588a,phase_1测,DB_Info_status,1测,2026-06-19 14:29:13.611862+00
27293cfd-5996-5a3f-a088-bfd1abb4bd8d,4287ff45-364f-56a1-8215-1b9fe4bac763,character,48f5b0ea-4c68-5d29-8e43-8834cc3600af,official_profile,DB_Party,C2,2026-06-19 14:29:13.611862+00
2735e8d6-20f1-548d-909d-e9e7d02cb109,c927ef5d-6d78-520a-9533-2dc0de036cd2,platform,aca6223f-c1cf-521a-aac8-d97ccb0b4be7,homepage_channel,DB_-Platforms-,HP 频道,2026-06-19 14:29:13.611862+00
27a876cf-3a6c-5107-8244-80716c3e58a5,3c1f0504-ca09-59f6-bc7d-65e955900e61,character,ad0b0ca3-bfe0-51ac-95be-8ef355a9bee1,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
27ca0ec6-4697-5aa4-bd2e-64e1f8d30b2c,222cc8f0-242d-56ba-9246-40e1d858580c,character,48a768e1-8c8b-5a8e-b04d-28a3312f4f03,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
27d55433-dadb-5384-89d6-452b729b25bf,ae4cde0a-1ef6-5e82-8111-6767bbc21de7,character,d87965da-4567-58fe-86f6-aa4258f69987,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
286d64d8-22f0-5269-93cb-0a6413f8adff,37b038f0-ee57-5e87-88ae-118021428744,character,042bfe28-e547-5fe1-84a6-69ec68193cb6,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
289c0654-b3a0-5857-af91-30fe28cde073,3a87f9b5-c513-594b-8bf2-fda80cda4f50,character,62a74bc6-9fa3-5039-a723-c23e708ed641,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
28b8ac59-33bd-552c-baac-1960b43d7c42,12f4f20d-c9eb-53ba-934a-247733d82714,character,232b12f3-2510-5cdf-b40c-e3c92d72c660,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
295464cc-48c7-584f-a9c1-899c232bdb43,5eda7903-8472-579f-8a21-c818d4f87828,party_member,0c527fb0-e6c9-52e3-9663-93972cbb5b1c,member_profile,DB_Party,C3,2026-06-19 14:29:13.611862+00
29876fcf-7217-5a15-8725-6d21d63327ef,980cc80a-f1f8-558b-bce9-3e0fc5a3e901,party_member,9423bd18-e863-53d4-868a-e739c2864d7f,member_profile,DB_Party,C4,2026-06-19 14:29:13.611862+00
29bbe392-3151-5f05-9b06-4bb8022763ca,24e42591-8013-5aa3-8340-2e6e4faadddb,character,26dd0477-a8ac-51a2-9fb5-582831a946c0,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
29da89da-38cc-5f0e-ba4f-fde871da403b,8e3c329d-8770-50d8-a88c-b772346a8e46,character,1cb8defd-b395-5679-a5a4-e47308ff7fad,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
2a0e66f2-a98a-5662-bb88-49385b4e79a3,f6519a9f-5ecc-5755-89d3-5f67aa7c3add,character,f63c3e05-dae0-5047-922f-c34f95ff7806,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
2a5a29fe-2b74-5077-a37e-f42827b91fa5,32f3f1f1-2915-58b8-a44d-8e07945510e0,party_member,85066676-891c-5aa6-b32f-a085b4bafbd2,member_profile,DB_Party,C3,2026-06-19 14:29:13.611862+00
2a9ccf18-934b-566c-b5ff-59cd4222ca8f,30e18b9e-3016-5463-9755-948e8433dcac,character,96644b58-8f1d-5705-81ec-5b9d3ee8b825,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
2b9d42e3-ebe3-5ab0-ac0b-4879cc831432,b998be9c-c2c4-59a9-bdac-6d74f7576f25,character,319ca6ab-5f3e-57ef-80cc-f1d4663cffaf,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
2bb750e1-3393-54fd-8c21-84397845b73a,7e378e70-01f8-5b94-be2d-9388e11cbf9c,character,d53729fe-0d81-5a51-a13b-f90f2c8bb734,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
2bdfe6eb-81f9-52d3-9e59-17e0d28b8722,19539d37-0409-501d-8949-71097e825558,character,198bf9fc-10f9-5172-ba4e-436c4d26c574,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
2cf9a7ad-12df-549b-80b8-442e2793380c,31072fd2-9d70-583a-8714-7f7d5ee024d7,character,48a768e1-8c8b-5a8e-b04d-28a3312f4f03,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
2d4f5698-e564-5f6a-ba16-927dd63627bd,d41e9a81-3fe1-5767-b312-a9e0e0ea9592,platform,5c31bae2-9347-5a20-afc6-ce94ccd14e75,homepage_channel,DB_-Platforms-,HP 频道,2026-06-19 14:29:13.611862+00
2da5aec3-bb1a-5ff6-bc75-23acce97e64e,4e23d170-9600-59ae-9250-544584d269c5,character,6458d673-5b47-56a3-8a2c-830ab3243afb,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
2dc04fab-16c1-5c34-868d-4bd397ba13fa,80c43e79-3d9f-57c9-860c-4521792d5b01,character,6f67650b-266c-5064-9013-8e27ccd602e0,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
2dc50e6a-c38e-548b-9d70-65a3f6442720,4ab3ebe7-f5c7-54ef-8727-76bbecff9d8f,character,9438321c-2eb4-51ec-87b8-3b36b7ebd070,official_profile,DB_Party,C1,2026-06-19 14:29:13.611862+00
2e11dfb1-b7d5-5b41-8d7a-30eb0f2341af,4c347c32-5365-5ca9-97d9-ba3498dec229,platform,473ae707-7752-5333-b9e2-44243fb757ec,interaction_management,DB_-Platforms-,情報 互动管理,2026-06-19 14:29:13.611862+00
