id,resource_type,title,url,note,source,created_at
03f79d09-d437-5783-ac48-c66818632e61,party_member_profile,别礼 / 赛希 资料,https://wiki.skland.com/endfield/detail?mainTypeId=1&subTypeId=1&gameEntryId=150,,wiki.skland.com,2026-06-19 14:29:13.611862+00
0468ce3f-f74c-58a7-9d05-ed1270c0ea41,platform_link,小红书 - 情報 数据分析,https://creator.xiaohongshu.com/statistics/account/v2,,creator.xiaohongshu.com,2026-06-19 14:29:13.611862+00
04c00fe0-d863-5281-927a-0d8c0cc675a2,character_research,薇薇安 先行研究,https://www.notion.so/zzz-3315adb3775e80d99975f02b0148e7b5,,www.notion.so,2026-06-19 14:29:13.611862+00
050fb66a-6574-5d1a-b3e5-ccfbd022d03f,game_homepage,鸣潮 B站主页,https://space.bilibili.com/1955897084/upload/video,,space.bilibili.com,2026-06-19 14:29:13.611862+00
05570b18-b587-5166-ac6c-c183d7506564,character_profile,玲可 官方资料,https://bbs.mihoyo.com/sr/wiki/content/1543/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
055aaf29-41be-5b78-bc32-109c618ed766,party_member_profile,莱万汀 / 秋栗 资料,https://wiki.skland.com/endfield/detail?mainTypeId=1&subTypeId=1&gameEntryId=95,,wiki.skland.com,2026-06-19 14:29:13.611862+00
06f1851c-b2ec-597d-a5ad-4a0a2a46e758,platform_link,YouTube - HP 频道,https://www.youtube.com/@Inertia_m7y3/featured,,www.youtube.com,2026-06-19 14:29:13.611862+00
07421bae-d9c8-5981-a07b-57d7059db361,platform_link,WeChat - 情報 互动管理,https://channels.weixin.qq.com/platform/interaction/comment,,channels.weixin.qq.com,2026-06-19 14:29:13.611862+00
0799bd21-6bce-5a8d-ad8d-f829c6ff1ac7,character_research,安可 先行研究,https://www.notion.so/ww-32d5adb3775e80258454d57d8767a723,,www.notion.so,2026-06-19 14:29:13.611862+00
088776f0-ae8c-5022-a31a-7ebc827efc3d,character_profile,桂乃芬 官方资料,https://bbs.mihoyo.com/sr/wiki/content/1710/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
093c9cd0-ec4f-594e-bb21-fb424b3871dd,character_profile,知更鸟 官方资料,https://bbs.mihoyo.com/sr/wiki/content/2524/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
0993e468-8e89-5dea-813c-20a4a67581b7,character_profile,凯撒 官方资料,https://baike.mihoyo.com/zzz/wiki/content/801/detail?mhy_presentation_style=fullscreen,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
0a8d83be-25b2-5865-a271-2992791dc669,wiki,崩坏星穹铁道 - 角色,https://bbs.mihoyo.com/sr/wiki/channel/map/17/18?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
0a993bfe-f29f-5736-a3ee-06646b1e7cae,character_profile,昼雪 官方资料,https://wiki.skland.com/endfield/detail?mainTypeId=1&subTypeId=1&gameEntryId=90,,wiki.skland.com,2026-06-19 14:29:13.611862+00
0b034e16-747c-5f96-bd15-20c8705bfa1a,character_profile,般岳 官方资料,https://baike.mihoyo.com/zzz/wiki/content/1626/detail?mhy_presentation_style=fullscreen,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
0b53aeee-a3ed-549b-be88-9d28f997c49d,character_research,符玄 先行研究,https://www.notion.so/hsr-2ab5adb3775e80a19a9cf981e15032b6,,www.notion.so,2026-06-19 14:29:13.611862+00
0b7fbd46-343b-5d6f-8894-0adffcdb2ebe,character_research,丹瑾 先行研究,https://www.notion.so/ww-32d5adb3775e8046b466d0953f296181,,www.notion.so,2026-06-19 14:29:13.611862+00
0c06eb00-c428-5fa9-b958-f25b7dd61787,character_profile,爱丽丝 官方资料,https://baike.mihoyo.com/zzz/wiki/content/1385/detail,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
0c1df1e6-dc83-5b3b-b864-f8fa1514f79b,character_research,可琳 先行研究,https://www.notion.so/zzz-3625adb3775e8080b2edfbf36b05f96c,,www.notion.so,2026-06-19 14:29:13.611862+00
0c463cf2-2cf5-528b-bf2a-3bd4160af220,wiki,崩坏星穹铁道 - 光锥,https://bbs.mihoyo.com/sr/wiki/channel/map/17/19?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
0d3f6c20-e6b0-5e5f-ac39-015313eb8674,party_member_profile,莱万汀 / 狼卫 资料,https://wiki.skland.com/endfield/detail?mainTypeId=1&subTypeId=1&gameEntryId=3,,wiki.skland.com,2026-06-19 14:29:13.611862+00
0dd59510-2f6b-5b0a-83a3-d1e1067d1037,character_profile,缇宝 官方资料,https://bbs.mihoyo.com/sr/wiki/content/4608/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
0f120a9f-a038-5f27-8430-4a40239fb9dc,platform_link,小红书 - 发布 视频,https://creator.xiaohongshu.com/publish/publish?from=menu&target=video,,creator.xiaohongshu.com,2026-06-19 14:29:13.611862+00
0fa256ff-fc6b-505b-95de-ef90c6d9f094,party_member_profile,别礼 / 别礼 资料,https://wiki.skland.com/endfield/detail?mainTypeId=1&subTypeId=1&gameEntryId=4,,wiki.skland.com,2026-06-19 14:29:13.611862+00
100725ea-bd6e-5ca6-8845-2e6bd10df141,party_member_profile,欢愉1 / 火花 资料,https://bbs.mihoyo.com/sr/wiki/content/6747/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
105bc4a0-01e5-5298-8fd5-84beeee4a46c,character_research,本 先行研究,https://www.notion.so/zzz-3625adb3775e8050bad5c2c7062b56e8,,www.notion.so,2026-06-19 14:29:13.611862+00
1099d287-db6c-51ab-aa58-c43e9ea9f1dd,character_profile,大黑塔 官方资料,https://bbs.mihoyo.com/sr/wiki/content/4439/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
119f2d27-b1ab-5eba-bf72-919686cac558,character_research,赛斯 先行研究,https://www.notion.so/zzz-3625adb3775e8049bdbcc8f33ee6c76e,,www.notion.so,2026-06-19 14:29:13.611862+00
11cbe13a-f7b2-56df-830a-4259314c06d7,character_profile,别礼 官方资料,https://wiki.skland.com/endfield/detail?mainTypeId=1&subTypeId=1&gameEntryId=4,,wiki.skland.com,2026-06-19 14:29:13.611862+00
121bd2ac-389e-5aad-954a-3fec63515cd1,platform_link,抖音 - 情報 数据分析,https://creator.douyin.com/creator-micro/data-center/operation,,creator.douyin.com,2026-06-19 14:29:13.611862+00
1295b6d6-853a-5e61-966d-d09293d79bfc,character_profile,散华 官方资料,https://wiki.kurobbs.com/mc/item/1233492733107564544?wkFrom=catalog&wkFromLabel=%E3%80%90%E7%9B%AE%E5%BD%95%E9%A1%B5%E3%80%91%EF%BC%9A%E5%85%B1%E9%B8%A3%E8%80%85,,wiki.kurobbs.com,2026-06-19 14:29:13.611862+00
12f4f20d-c9eb-53ba-934a-247733d82714,character_research,白芷 先行研究,https://www.notion.so/ww-29d5adb3775e80cdae62e67feafad85c,,www.notion.so,2026-06-19 14:29:13.611862+00
13165df7-0cd2-54d4-827f-a7f808fb2b93,character_profile,砂金 官方资料,https://bbs.mihoyo.com/sr/wiki/content/2302/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
13fd6e64-37c0-596d-86c2-713038021f43,character_research,艾维文娜 先行研究,https://app.notion.com/p/enf-32d5adb3775e806bba2ed0f3b275d585,,app.notion.com,2026-06-19 14:29:13.611862+00
14fbba90-de47-51db-b5ca-7841ae011412,party_member_profile,崩3 / 爻光 资料,https://bbs.mihoyo.com/sr/wiki/content/6746/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
1502deab-1b1f-5184-8802-e0399d466ffc,character_profile,莱卡恩 官方资料,https://baike.mihoyo.com/zzz/wiki/content/65/detail,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
155f5a03-d2eb-538a-822d-469bd7b3a4d2,character_profile,11号 官方资料,https://baike.mihoyo.com/zzz/wiki/content/73/detail?mhy_presentation_style=fullscreen,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
15d68224-3a23-5d00-ba72-27fdf2b71ff9,character_profile,狼卫 官方资料,https://wiki.skland.com/endfield/detail?mainTypeId=1&subTypeId=1&gameEntryId=3,,wiki.skland.com,2026-06-19 14:29:13.611862+00
16ad881a-ca82-57b2-aea9-dac69940ae30,character_profile,彦卿 官方资料,https://bbs.mihoyo.com/sr/wiki/content/565/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
1719c177-dd54-52ff-b2ef-05c5d7682a6a,party_member_profile,鸣2 / 守岸人 资料,https://wiki.kurobbs.com/mc/item/1286814658335739904?wkFrom=catalog&wkFromLabel=%E3%80%90%E7%9B%AE%E5%BD%95%E9%A1%B5%E3%80%91%EF%BC%9A%E5%85%B1%E9%B8%A3%E8%80%85,,wiki.kurobbs.com,2026-06-19 14:29:13.611862+00
18b4ff48-7fa6-53ba-b5f8-1af449c08f0e,wiki,鸣潮 - 声骸,https://wiki.kurobbs.com/mc/catalogue/list?fid=1099&sid=1107,,wiki.kurobbs.com,2026-06-19 14:29:13.611862+00
191f830f-2ea0-510a-b541-39a41ac0e5cb,character_profile,加拉赫 官方资料,https://bbs.mihoyo.com/sr/wiki/content/2304/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
19539d37-0409-501d-8949-71097e825558,character_research,长离 先行研究,https://www.notion.so/ww-32d5adb3775e8015bf18c9353d9ee621,,www.notion.so,2026-06-19 14:29:13.611862+00
19773759-4757-5b41-a1e3-4e658c6acf56,game_phase_reference,黒神話悟空 1.x,https://www.bilibili.com/video/BV1AE4m1d7XT/?spm_id_from=333.337.search-card.all.click&vd_source=672290e098243de76ae06a1d6b9308c9,,www.bilibili.com,2026-06-19 14:29:13.611862+00
1bcecfbf-0d7b-59d7-8133-475ed52f5006,character_research,夏空 先行研究,https://www.notion.so/ww-32d5adb3775e808e933fca8c60f9364c,,www.notion.so,2026-06-19 14:29:13.611862+00
1be1c8a4-8d20-5c8b-b810-3658e04f7f43,character_research,般岳 先行研究,https://www.notion.so/J-zzz-Banyue-29d5adb3775e8086a428dfdb750798be,,www.notion.so,2026-06-19 14:29:13.611862+00
1bf159b2-216b-5d48-bf8f-2f22be199088,platform_link,WeChat - 情報 数据分析,https://channels.weixin.qq.com/platform/statistic/post,,channels.weixin.qq.com,2026-06-19 14:29:13.611862+00
1c9a5ff1-d1d3-5d0e-806b-7246fc1e1eb3,character_profile,浅羽悠真 官方资料,https://baike.mihoyo.com/zzz/wiki/content/997/detail?mhy_presentation_style=fullscreen,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
1cba4944-f3c2-5648-a78d-d4bae13b47b4,party_member_profile,普罗米娅2 / 普罗米娅 资料,https://baike.mihoyo.com/zzz/wiki/content/1926/detail?mhy_presentation_style=fullscreen,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
1cc5eca7-84ff-5e65-bb4b-2ab67a96e94f,character_profile,琳奈 官方资料,https://wiki.kurobbs.com/mc/item/1445377391854534656?wkFrom=catalog&wkFromLabel=%E3%80%90%E7%9B%AE%E5%BD%95%E9%A1%B5%E3%80%91%EF%BC%9A%E5%85%B1%E9%B8%A3%E8%80%85,,wiki.kurobbs.com,2026-06-19 14:29:13.611862+00
1ce33ffb-8deb-5fde-bd9f-cda02db30395,character_research,希儿 先行研究,https://app.notion.com/p/hsr-32d5adb3775e802d9162f42febb1e94c,,app.notion.com,2026-06-19 14:29:13.611862+00
1cf2324c-c8c2-55dd-92b5-6b89c2c1f19b,character_profile,丽贝卡 官方资料,https://wiki.kurobbs.com/mc/item/1502681773647212544?wkFrom=catalog&wkFromLabel=%E3%80%90%E7%9B%AE%E5%BD%95%E9%A1%B5%E3%80%91%EF%BC%9A%E5%85%B1%E9%B8%A3%E8%80%85,,wiki.kurobbs.com,2026-06-19 14:29:13.611862+00
1d17c2b3-0cc1-5918-a452-e37436814176,character_research,格莉丝 先行研究,https://www.notion.so/zzz-3315adb3775e80daa834e50cbe530f65,,www.notion.so,2026-06-19 14:29:13.611862+00
1d693594-25d2-5f51-b059-71b76c39884a,platform_link,WeChat - HP 内容,,携帯で確認,,2026-06-19 14:29:13.611862+00
1e7563b8-ef7b-5f48-aad6-a792682d9be7,game_phase_reference,绝区零 1.x,https://www.bilibili.com/video/BV12S411c7ie/?share_source=copy_web&vd_source=5729327076242969dc08142a2c93ef3f,,www.bilibili.com,2026-06-19 14:29:13.611862+00
1e94548c-8b2e-501b-a605-3092bb7f7896,party_member_profile,崩3 / 霍霍 资料,https://bbs.mihoyo.com/sr/wiki/content/1712/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
1ec8ab54-3e08-5316-bb4e-db5615d4ddb9,character_research,伊德海莉 先行研究,https://www.notion.so/zzz-Yidhari-29d5adb3775e80698cd1fb1b794ce894,,www.notion.so,2026-06-19 14:29:13.611862+00
1ee79ee7-4c05-5a15-879c-23cb0de817a5,platform_link,Weibo - HP 内容,https://www.weibo.com/u/6520826377,,www.weibo.com,2026-06-19 14:29:13.611862+00
1f0644a9-4d2b-5e99-882d-9107305df855,party_member_profile,普罗米娅1 / 浮波柚叶 资料,https://baike.mihoyo.com/zzz/wiki/content/1386/detail,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
1f2fb014-97e0-53f3-af3e-2a9cc5b7c691,character_research,照 先行研究,https://www.notion.so/zzz-Zhao-29d5adb3775e80d49eeacf12eef7da6f,,www.notion.so,2026-06-19 14:29:13.611862+00
205d161e-2cd3-5712-9de5-335f71046fb5,game_phase_reference,崩坏星穹铁道 1.x,https://www.bilibili.com/video/BV1uP411U7Ap/?share_source=copy_web&vd_source=5729327076242969dc08142a2c93ef3f,,www.bilibili.com,2026-06-19 14:29:13.611862+00
21151387-19e2-5281-a991-720d9366f9b4,character_research,风主 先行研究,https://www.notion.so/ww-32d5adb3775e8064a3e2d3dc6fc89551,,www.notion.so,2026-06-19 14:29:13.611862+00
21cacac4-a440-527e-91f9-d601f0c4ad04,character_profile,陈千语 官方资料,https://wiki.skland.com/endfield/detail?mainTypeId=1&subTypeId=1&gameEntryId=12,,wiki.skland.com,2026-06-19 14:29:13.611862+00
222cc8f0-242d-56ba-9246-40e1d858580c,character_research,莱特 先行研究,https://www.notion.so/zzz-3315adb3775e80de8af0f3b91434d69e,,www.notion.so,2026-06-19 14:29:13.611862+00
2259b157-962f-5d0c-86dd-0fb48d32eaa6,party_member_profile,聚爆 / 爱弥斯 资料,https://wiki.kurobbs.com/mc/item/1457744312692867072?wkFrom=catalog&wkFromLabel=%E3%80%90%E7%9B%AE%E5%BD%95%E9%A1%B5%E3%80%91%EF%BC%9A%E5%85%B1%E9%B8%A3%E8%80%85,,wiki.kurobbs.com,2026-06-19 14:29:13.611862+00
2325f507-e123-5f48-a4c1-8d27ebec9571,character_profile,乱破 官方资料,https://bbs.mihoyo.com/sr/wiki/content/3732/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
2336f4bb-600e-56a7-89b0-5dffcea26dd3,character_research,奥古斯塔 先行研究,https://www.notion.so/ww-32d5adb3775e8016b81ed7290715bc5e,,www.notion.so,2026-06-19 14:29:13.611862+00
234f80ec-33bc-53eb-a19d-d6cb25c39bd9,character_research,黎风 先行研究,https://www.notion.so/enf-32d5adb3775e80f7b763feb192bb1c39,,www.notion.so,2026-06-19 14:29:13.611862+00
235acb04-0e70-5de2-b8ef-cb343e226a89,character_research,卡缪 先行研究,https://app.notion.com/p/enf-32d5adb3775e80a7b479e25654682596,,app.notion.com,2026-06-19 14:29:13.611862+00
23b8aeff-6a86-528e-a4fa-1d3ec5320f13,character_profile,赛斯 官方资料,https://baike.mihoyo.com/zzz/wiki/content/758/detail?mhy_presentation_style=fullscreen,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
24195e0a-b12c-5173-8bb9-4915f1ad1d36,game_phase_reference,ブルアカ 1.x,https://www.bilibili.com/video/BV1q44y1w7r9/?share_source=copy_web&vd_source=5729327076242969dc08142a2c93ef3f,,www.bilibili.com,2026-06-19 14:29:13.611862+00
24a21c88-d442-51e5-9cd2-a09e996872d2,character_profile,布洛妮娅 官方资料,https://bbs.mihoyo.com/sr/wiki/content/453/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
24e42591-8013-5aa3-8340-2e6e4faadddb,character_profile,弧光 官方资料,https://wiki.skland.com/endfield/detail?mainTypeId=1&subTypeId=1&gameEntryId=57,,wiki.skland.com,2026-06-19 14:29:13.611862+00
24e4c91f-0d07-5824-88ea-b8c1bc29a7aa,wiki,明日方舟终末地 - 敌人,https://wiki.skland.com/endfield/catalog?typeMainId=1&typeSubId=3,常常被忽略研究,wiki.skland.com,2026-06-19 14:29:13.611862+00
2507a64e-2e89-524c-bc0b-fef92a8fae57,character_profile,星期日 官方资料,https://bbs.mihoyo.com/sr/wiki/content/4174/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
259db165-1aa5-599f-bdf7-6aec1ea1d06f,character_profile,白露 官方资料,https://bbs.mihoyo.com/sr/wiki/content/564/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
25dabf38-8c8d-5c32-93cb-cd8b7f31facf,party_reference,娜娜莉 参考资料,https://www.bilibili.com/video/BV1qNRQB3Exo/?spm_id_from=333.337.search-card.all.click&vd_source=672290e098243de76ae06a1d6b9308c9,,www.bilibili.com,2026-06-19 14:29:13.611862+00
262090bf-beb9-5dd8-8cd0-d38926fc6c48,character_research,11号 先行研究,https://www.notion.so/zzz-11-3315adb3775e8094abc6f7fc9b4d9678,,www.notion.so,2026-06-19 14:29:13.611862+00
265e9272-ff6a-5d7e-a1af-fae0754f049d,character_profile,白芷 官方资料,https://wiki.kurobbs.com/mc/item/1233429754977792000?wkFrom=catalog&wkFromLabel=%E3%80%90%E7%9B%AE%E5%BD%95%E9%A1%B5%E3%80%91%EF%BC%9A%E5%85%B1%E9%B8%A3%E8%80%85,,wiki.kurobbs.com,2026-06-19 14:29:13.611862+00
2676c60a-90b1-514c-8a19-4873859a702b,character_research,爱丽丝 先行研究,https://www.notion.so/zzz-Alice-29d5adb3775e80259900fa9dd2f27cbd,,www.notion.so,2026-06-19 14:29:13.611862+00
26bc7dbd-fb8d-571a-9ac6-f9e83d3afabd,character_profile,余烬 官方资料,https://wiki.skland.com/endfield/detail?mainTypeId=1&subTypeId=1&gameEntryId=24,,wiki.skland.com,2026-06-19 14:29:13.611862+00
27efc52a-f7ab-5036-b925-c559fbe9733b,party_member_profile,击破 / 流萤 资料,https://bbs.mihoyo.com/sr/wiki/content/2674/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
2800bd51-af26-5050-a558-5f2e68fed38b,character_profile,貊泽 官方资料,https://bbs.mihoyo.com/sr/wiki/content/3505/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
28782770-84d6-5b49-99ef-c63a8cb118a8,character_profile,月城柳 官方资料,https://baike.mihoyo.com/zzz/wiki/content/916/detail?mhy_presentation_style=fullscreen,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
2996bdd0-0002-5d9e-823c-e4735672c74e,character_profile,鉴心 官方资料,https://wiki.kurobbs.com/mc/item/1242295527595823104?wkFrom=catalog&wkFromLabel=%E3%80%90%E7%9B%AE%E5%BD%95%E9%A1%B5%E3%80%91%EF%BC%9A%E5%85%B1%E9%B8%A3%E8%80%85,,wiki.kurobbs.com,2026-06-19 14:29:13.611862+00
2a51293d-72a9-56b2-b7fe-c453178bf790,character_profile,丹恒・饮月 官方资料,https://bbs.mihoyo.com/sr/wiki/content/1472/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
2aa57d41-da2e-5771-9690-e5ed0d40c903,character_research,佩丽卡 先行研究,https://www.notion.so/enf-32d5adb3775e8083b5bed0fafda5d51d,,www.notion.so,2026-06-19 14:29:13.611862+00
2b4cc003-d7a4-5218-888f-ef5720b9b209,character_research,凌阳 先行研究,https://www.notion.so/ww-32d5adb3775e8031a336c9c8270cfb37,,www.notion.so,2026-06-19 14:29:13.611862+00
2be22402-732c-5adb-b6da-962560516458,platform_link,B站 - HP 频道,https://space.bilibili.com/314599386,,space.bilibili.com,2026-06-19 14:29:13.611862+00
2d1b8992-5e9f-5fd5-8d6a-e0b7414ffc16,character_research,风堇 先行研究,https://www.notion.so/hsr-32d5adb3775e80ee9d33e69ab150b53c,,www.notion.so,2026-06-19 14:29:13.611862+00
2d22f5a4-095d-508d-ac74-6d2d20ab187f,character_research,娜娜莉 先行研究,https://www.notion.so/nte-32d5adb3775e8063bceff356371997ac,,www.notion.so,2026-06-19 14:29:13.611862+00
2d97d7d4-0140-54e7-ad55-9f7478c31f89,character_profile,米沙 官方资料,https://bbs.mihoyo.com/sr/wiki/content/2086/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
2df59bf0-e671-5a12-bbd0-8536b35f95b0,character_profile,奥古斯塔 官方资料,https://wiki.kurobbs.com/mc/item/1400451112145264640?wkFrom=catalog&wkFromLabel=%E3%80%90%E7%9B%AE%E5%BD%95%E9%A1%B5%E3%80%91%EF%BC%9A%E5%85%B1%E9%B8%A3%E8%80%85,,wiki.kurobbs.com,2026-06-19 14:29:13.611862+00
2ecc2b6f-99e6-58f4-b318-41b9c8306ea4,platform_link,HoYoLab - 情報 数据分析,https://creator.hoyolab.com/?&bbs_theme=light&bbs_theme_device=1,,creator.hoyolab.com,2026-06-19 14:29:13.611862+00
300d4528-ba70-5868-a777-da1cbded3a8e,character_profile,艾莲 官方资料,https://baike.mihoyo.com/zzz/wiki/content/317/detail?mhy_presentation_style=fullscreen,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
3083c94f-446a-5090-9daf-fd15064fdd3e,character_profile,大丽花 官方资料,https://bbs.mihoyo.com/sr/wiki/content/6025/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
30e18b9e-3016-5463-9755-948e8433dcac,character_profile,绯雪 官方资料,https://wiki.kurobbs.com/mc/item/1488853937364017152?wkFrom=catalog&wkFromLabel=%E3%80%90%E7%9B%AE%E5%BD%95%E9%A1%B5%E3%80%91%EF%BC%9A%E5%85%B1%E9%B8%A3%E8%80%85,,wiki.kurobbs.com,2026-06-19 14:29:13.611862+00
31072fd2-9d70-583a-8714-7f7d5ee024d7,character_profile,莱特 官方资料,https://baike.mihoyo.com/zzz/wiki/content/950/detail?mhy_presentation_style=fullscreen,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
311f68ed-2819-50af-afc0-f5f80341a4ce,character_research,雨果 先行研究,https://www.notion.so/zzz-Hugo-29d5adb3775e80e68a10fddd29535281,,www.notion.so,2026-06-19 14:29:13.611862+00
31f91eb5-922b-5422-a3ad-1ad42dec5ff5,character_profile,格莉丝 官方资料,https://baike.mihoyo.com/zzz/wiki/content/150/detail?mhy_presentation_style=fullscreen,,baike.mihoyo.com,2026-06-19 14:29:13.611862+00
321ef427-4d63-5ea6-96b4-7f02ef4952be,character_profile,管理员 (女) 官方资料,https://wiki.skland.com/endfield/detail?mainTypeId=1&subTypeId=1&gameEntryId=156,,wiki.skland.com,2026-06-19 14:29:13.611862+00
324c8200-0454-5294-8c4a-a5b9475bec6a,character_profile,卢卡 官方资料,https://bbs.mihoyo.com/sr/wiki/content/1325/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
32628d7b-e08f-5cd8-a313-b7c5672a6682,character_research,潘引壶 先行研究,https://www.notion.so/zzz-3625adb3775e80f78600cdeea3c66f52,,www.notion.so,2026-06-19 14:29:13.611862+00
326e4104-0a15-57f1-a6a2-a54695b10975,character_profile,灵砂 官方资料,https://bbs.mihoyo.com/sr/wiki/content/3502/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
32c8f2ed-6d4d-5190-b130-b7604463fc74,character_research,余烬 先行研究,https://www.notion.so/enf-32d5adb3775e80bb8e5af3ab5f4eeaec,,www.notion.so,2026-06-19 14:29:13.611862+00
32f3f1f1-2915-58b8-a44d-8e07945510e0,party_member_profile,崩2 / 昔涟 资料,https://bbs.mihoyo.com/sr/wiki/content/5851/detail?bbs_presentation_style=no_header,,bbs.mihoyo.com,2026-06-19 14:29:13.611862+00
330a4506-1e4a-5f8e-b97f-d9877d10d82b,wiki,鸣潮 - 敌人,https://wiki.kurobbs.com/mc/catalogue/list?fid=1099&sid=1158,常常被忽略研究,wiki.kurobbs.com,2026-06-19 14:29:13.611862+00
33184645-aa91-54c1-a995-b293dd72885f,party_member_profile,莱万汀 / 莱万汀 资料,https://wiki.skland.com/endfield/detail?mainTypeId=1&subTypeId=1&gameEntryId=7,,wiki.skland.com,2026-06-19 14:29:13.611862+00
